Question,Method,Type,Percent,Iter,RMSE,Mean Percent Bias,Accuracy,Precision,Recall,F1 score,Matthews Correlation
Q_3153,knn,MAR,10,3,0.36760731104690386,8.108108108108109,0.8648648648648649,0.5,0.2,0.2857142857142857,0.2551260192812284
Q_3166,knn,MAR,10,3,0.5144957554275266,26.47058823529412,0.7352941176470589,1.0,0.1,0.18181818181818182,0.26967994498529685
Q_3169,knn,MAR,10,3,0.5694947974514994,27.027027027027028,0.6756756756756757,0.8888888888888888,0.42105263157894735,0.5714285714285714,0.42579120797567066
Q_2265,knn,MAR,10,4,0.5452497568062706,2.7027027027027026,0.7027027027027027,0.7272727272727273,0.7619047619047619,0.7441860465116279,0.3904062338347422
Q_2300,knn,MAR,10,4,0.5547001962252291,10.256410256410255,0.6923076923076923,0.7333333333333333,0.5789473684210527,0.6470588235294118,0.3893314107138301
Q_2322,knn,MAR,10,4,0.6928203230275509,0.0,0.52,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.038461538461538464
Q_2347,knn,MAR,10,4,0.3429971702850177,11.76470588235294,0.8823529411764706,0.875,1.0,0.9333333333333333,0.5400617248673216
Q_2841,knn,MAR,10,4,0.5477225575051661,3.3333333333333335,0.7,0.8076923076923077,0.84,0.8235294117647058,-0.17541160386140583
Q_2868,knn,MAR,10,4,0.3492151478847891,12.195121951219512,0.8780487804878049,0.8780487804878049,1.0,0.935064935064935,0.0
Q_2876,knn,MAR,10,4,0.4330127018922193,6.25,0.8125,0.9166666666666666,0.8461538461538461,0.88,0.4622501635210242
Q_2890,knn,MAR,10,4,,,,,,,
Q_2919,knn,MAR,10,4,,,,,,,
Q_3089,knn,MAR,10,4,0.0,0.0,1.0,,,,
Q_3144,knn,MAR,10,4,0.5057805388588732,25.581395348837212,0.7441860465116279,1.0,0.15384615384615385,0.26666666666666666,0.33551506146937055
Q_3145,knn,MAR,10,4,0.6172133998483676,9.523809523809524,0.6190476190476191,0.7391304347826086,0.6296296296296297,0.68,0.22106231741762167
Q_3153,knn,MAR,10,4,0.15617376188860607,2.4390243902439024,0.975609756097561,1.0,0.5,0.6666666666666666,0.698212002188447
Q_3166,knn,MAR,10,4,,,,,,,
Q_3169,knn,MAR,10,4,0.46499055497527714,21.62162162162162,0.7837837837837838,1.0,0.2727272727272727,0.42857142857142855,0.45667948249578755
Q_2265,knn,MAR,10,5,0.6172133998483676,0.0,0.6190476190476191,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.19230769230769232
Q_2300,knn,MAR,10,5,0.5843487097907776,24.390243902439025,0.6585365853658537,0.875,0.5384615384615384,0.6666666666666666,0.4000320499980483
Q_2322,knn,MAR,10,5,0.6519202405202649,37.5,0.575,0.9411764705882353,0.5,0.6530612244897959,0.30343304245450414
Q_2347,knn,MAR,10,5,0.2773500981126146,7.6923076923076925,0.9230769230769231,0.9210526315789473,1.0,0.958904109589041,0.47985743496869654
Q_2841,knn,MAR,10,5,0.47519096331149147,22.58064516129032,0.7741935483870968,0.7586206896551724,1.0,0.8627450980392157,0.41058784136762644
Q_2868,knn,MAR,10,5,0.15811388300841897,2.5,0.975,0.975,1.0,0.9873417721518988,0.0
Q_2876,knn,MAR,10,5,0.6454972243679028,19.444444444444446,0.5833333333333334,0.8,0.5925925925925926,0.6808510638297872,0.12909944487358058
Q_2890,knn,MAR,10,5,0.5345224838248488,23.809523809523807,0.7142857142857143,0.7317073170731707,0.967741935483871,0.8333333333333334,-0.0930301170323837
Q_2919,knn,MAR,10,5,0.45226701686664544,11.363636363636363,0.7954545454545454,0.8333333333333334,0.9459459459459459,0.8860759493670886,-0.0949157995752499
Q_3089,knn,MAR,10,5,,,,,,,
